Attribute,Const,analyzing data or information,thinking creatively,active learning,complex problem solving,mathematical reasoning,flexibility of closure,written expression,speaking,interpreting the meaning of information for others,establishing and maintaining interpersonal relationships,negotiation,coordination,updating and using relevant knowledge,integrity,initiative,self control,achievement/effort,independence,leadership,provide consultation and advice to others,training and teaching others,"organizing, planning, and prioritizing work",coordinating the work and activities of others,time management
"sounds, noise levels are distracting or uncomfortable",3.198866019961236,-0.10292318929539188,-0.11207068730030745,-0.30299733176321986,0.31876793031210265,0.07196952449341172,0.3265010389401602,-0.5491287547230375,0.004165914764215319,-0.12646837918471213,-0.06109433868524064,-0.0346281991735629,-0.10590440937963642,-0.047587444006083855,-0.14394874196689242,0.25802882453855924,0.30523481345194503,-0.28786234206121225,-0.06246583436212746,-0.03455118762566432,-0.24929558315390263,0.13695771705665,0.30931657900765197,0.048690384982934945,0.3827899417567654
spatial orientation,1.4758809847208616,-0.14081536962300115,-0.007851860922609331,-0.24091904543834447,-0.03294158876232102,0.04531682194951617,0.4320522716520164,-0.3282153871050057,0.3266032628644018,0.06679028731105902,-0.1053145133330341,0.09339301440671091,0.014315370917653432,-0.03878518330496046,-0.0023679330205781555,-0.18928551099836036,-0.20495894433711903,-0.0804618280116097,0.08664681270926233,0.15136728024540053,-0.07551489720429029,0.03001269382652269,0.23617347968609637,0.0032696496748815616,0.03488725879233942
speech clarity,0.7844201572439258,-0.07131948176136844,-0.0006417839598891473,0.09020274747961765,-0.09133424207656138,0.02538332583026367,-0.053735695324297755,0.07151320489312002,0.536777656401105,0.08492040501277474,0.03619164165278087,0.027688354863897018,0.08268483673219541,-0.023195018038522825,-0.012857155471586239,0.004194479845071115,0.04261752044398581,0.027552164357135537,-0.003285255469121291,0.07745281728506012,-0.021551309456104804,0.011699555321710731,-0.025172207913569163,-0.028944190607844072,-0.02082637334226669
speech recognition,0.7960231604425974,-0.06489000695907284,-0.017962663175804527,0.026286962600930136,-0.02076703683810317,0.022912945346139347,0.07749841410274039,0.11949844487885865,0.23036719824139074,0.004935729326637724,0.1422875344153479,0.025916378549917057,0.21666648363499752,0.06919013228601262,0.03092341253889563,0.0750303262505379,0.07102014975199347,-0.043975123254712305,-0.025630274017306266,0.013315933125146834,-0.03991373275325235,-0.03707206344274841,-0.07073435330102,-0.029708223790097788,-0.020268553198355462
speed of closure,-0.19641033892889315,-0.012602152489884326,-0.00167765762317873,0.2157102954828737,0.0038772762966701353,0.05625988027535095,0.5407945478803936,-0.09037156856847124,-0.08197926142773643,0.08009358358111221,0.12576013010307488,0.03212085127024521,0.0786807884196401,-0.029500149605267742,-0.012161807839265433,-0.01741024074154629,0.12291842725608607,-0.0089330797172785,-0.017015285227034015,-0.013868419643440814,-0.003532368508809839,-0.08554151185392427,-0.03145342357537355,-0.021269777735241698,0.06914241857719028
speed of limb movement,1.0382034350432479,-0.10794845822234529,-0.044342921593247875,-0.07546983472423,-0.1127445673136474,-0.01593044107976613,0.17894441487875826,-0.25927306137140854,0.02352797555959718,-0.03317805849037505,0.018037384862136973,-0.07110877815642254,0.14728800352160457,0.14785883142094924,0.12310558021106512,-0.08678272563462483,-0.024946076409088663,-0.06451339605067281,0.14475733139117306,-0.011005870448004782,-0.0339662991868636,0.02674715722631566,0.039363861584828796,0.01537218940820982,0.1269503062625493
spend time bending or twisting the body,1.4287229565444113,-0.2017127806773914,-0.12027284071942551,-0.11186305487877914,-0.0032118065760087526,-0.08547717016717171,0.4020169757081118,-0.3189984259389507,0.09849346133455672,-0.17789495260939292,0.04934609064569812,-0.2603305021826884,0.07057664807040336,0.18450425119989766,0.12443455136297733,-0.14084342097345726,0.11168932855823072,-0.0644042873011937,0.15925758065307366,0.056751951966181845,-0.044343235997588576,0.07594440057026541,-0.17749269298860326,0.1670335867066356,0.2983518288491131
"spend time climbing ladders, scaffolds, or poles",2.6534555602438785,-0.06396990665464385,-0.005703022976940288,-0.13136124123293597,-0.0012251393569526186,0.032272436024340406,0.17248977153834155,-0.019709115343381975,0.007625143947958156,0.053197774859770966,-0.169421141737429,0.09245497351848009,-0.1488480686407513,-0.11582708242127474,0.027393015835290347,0.08329452050258868,-0.09115327665027155,-0.18399239383939137,-0.15422291903874386,0.16566652530359455,-0.005192819966059909,0.0522873117757748,0.02276965259523701,0.05039902439534033,0.024387872517065232
spend time keeping or regaining balance,1.1091378121486208,-0.12418948541912617,0.002963773873187886,-0.09731229496347482,-0.08662605417063639,-0.013561494398725792,0.23835890558289352,-0.17558122040807903,0.10069573912369476,-0.010054483239326843,-0.014957625257631422,-0.06248653410339867,0.01356525477778269,-0.014627015721656709,0.055256131850108116,0.03711178999600996,-0.0596408437247371,-0.1163486119517269,0.11305343845373843,0.04299315885437768,-0.0030738933633760387,0.04119802143414652,-0.02279975232979074,0.0801845588652976,0.17420353083432696
"spend time kneeling, crouching, stooping, or crawling",1.6726083519295298,-0.14522686598216045,-0.015190138987868654,-0.02626540200009001,-0.11940517119402926,-0.010145261886225691,0.27236750811281696,-0.06889419960359369,0.012706181197045124,-0.04978089323231863,-0.010212066084916531,-0.1592643937183413,-0.0065912291713030955,0.02121853913189238,0.1794151822854061,0.19203467020419338,0.02718920785591979,-0.28718277866133257,-0.05436221459560047,0.037780401867369376,-0.07528337347947271,0.0638316958666332,-0.09426508558056032,0.11464975363122318,0.15275040767140133
spend time making repetitive motions,5.249267387748866,0.0811349594852364,-0.20510272020733536,0.08755967448529789,-0.06881735036073633,-0.24967445127550597,-0.030223874415461337,-0.47841533621998494,-0.1088612556294324,-0.14642351284314442,0.02844669272917816,-0.17100955205863594,-0.20120897767979265,0.3028171021280079,-0.3231784209546263,-0.1297274796746271,-0.06403017002983857,0.30818752200559923,0.16779951523588582,-0.1353116889164579,-0.1053451203008532,-0.16700863214330564,0.21132887011923082,0.22158162296247227,0.4142892457303735
spend time sitting,6.639023926008353,0.3547824558682064,0.007022078175486807,0.010854188931540663,0.2832909574809134,-0.028510284885178983,-0.5424139461903459,0.04393479133913373,-0.2741497869565548,0.2602492653964895,0.04008539340965764,0.3785837464894469,-0.08223535669316191,-0.1801569909171657,-0.3368621548823273,-0.0455585940110955,-0.16604529183866792,0.382915204733883,-0.2901883544565293,-0.04228012885180794,0.02907645767973329,-0.310404580440917,0.2121427763489552,-0.07515914754732106,-0.4284704768195177
spend time standing,-0.04309779964449634,-0.3189494433136,0.00579679095742678,0.05278197865067524,-0.24486803882445268,0.005942438907220987,0.40872030036524926,-0.07171425773604419,0.193492915772822,-0.20018567109882154,-0.03771658532643042,-0.3301170342443505,0.03689068265722715,0.20094625317589548,0.24085429464095773,-0.03698738985790192,0.18740946340696965,-0.20410567805904342,0.2349722716685449,0.046519370259906025,-0.019333364518621145,0.23616622604297566,-0.156992251063491,0.05134768193760016,0.4019610155630509
"spend time using your hands to handle, control, or feel objects, tools, or controls",4.894885522781857,-0.057333267019100395,-0.1567715173249456,0.10375221212481349,-0.0776281046173532,-0.25806141869114463,0.5720477907438958,-0.6221457033238582,-0.04865402486273537,-0.40737740804078304,0.08666760122672214,-0.47902959349354357,-0.14577759179808358,0.660142567187759,-0.2156017837607558,-0.10901806296312672,0.2539549371500761,0.2313005911239031,-0.07227966091361233,-0.12408745891363084,-0.13420850795046702,-0.04011575398062576,-0.29450539054721675,0.20933226362265586,0.5130405484495365
spend time walking and running,0.15203530861699277,-0.19957342199738404,-0.10315907258515848,-0.08004254264385537,-0.16062943956091832,0.03683536948863942,0.3008653040582908,-0.06640738141522923,0.14258263126265103,-0.10489780665837341,-0.03612276036641907,-0.14281250481030017,0.2004418981170364,0.14161787878334953,0.1034541626765464,0.11850824268622585,0.17800476531517595,-0.39869946826177877,0.19613669791550822,-0.018701335417410935,-0.04206947569544722,0.10469163657608531,0.07467336950287748,0.06141075173576619,0.2323555869363665
staffing organizational units,-1.5389225718113568,0.09552730375436157,-0.05374725268700354,0.11867884295138346,0.020415596039646978,0.0002174899220019691,-0.04507688077792547,0.034354772517350654,0.054689408462360936,-0.18885956665676856,-0.042328598375711624,0.11594528552369925,0.1562977044486488,0.1697676186726718,0.1455261222256876,-0.11991036063415755,-0.05659505945537031,0.02936471483951519,-0.12325168435661148,0.10927178486870055,0.21924989028377614,0.06319907958288114,-0.028975585568244464,0.5434785580208312,-0.0815517618069131
stamina,0.9711056878118253,-0.13870626229546976,-0.07738088446037177,-0.08155998914264581,-0.10454875316264828,-0.11462583465707304,0.3843009144382589,-0.28965275580006683,0.02641913496576376,-0.0931223408571802,0.10170450351971802,-0.18353842160447004,0.16664792311096915,0.11398741153949513,0.1520000569978431,-0.018090099265828604,0.00770125078113339,-0.2780578175543251,0.28106031390949543,0.027443023671394402,-0.05262480712029277,0.08549779464856136,-0.0156697516213909,0.11062649197459974,0.11503079353198349
static strength,1.255934401495999,-0.18137396494860383,-0.12189944024969862,-0.06463248677537571,-0.13102359585501466,-0.1566721276107201,0.6139638597858998,-0.23480905646919772,0.1185035889536817,-0.17543815062675785,0.16429502151778821,-0.2748979391543636,0.18308844719357556,0.26750681164140755,0.12731822337071502,-0.09594902267116007,-0.03408977311482659,-0.28635352368133454,0.21248548283442484,0.08629095801352156,-0.10760305012525632,0.11756883699769584,-0.11996850065404384,0.02608400293927147,0.1506746590586569
stress tolerance,0.29771755092561936,0.030970406344607234,-0.0598948789476039,0.055215515959858075,-0.0699600744596302,-0.014613656161425917,0.015455248814408962,-0.05444767112224999,0.08790156438762549,-0.07000816009395966,0.04464567450291458,0.05531289223862236,0.11477652857883276,0.11654724585210796,-0.08726055357979526,0.14666220697047394,0.5836653337718785,0.1578565646411332,-0.026174312164755638,0.08041549182943511,-0.021410201919328076,-0.11567227703229807,0.06475040508919415,-0.0525959426199462,-0.04877459756026433
structured versus unstructured work,1.152461937402546,-0.0078012776845244785,0.03478966910012442,0.16028080780269266,0.02753829707313883,-0.014656980335509252,-0.07372605582370137,0.02036006593559041,0.252819487763843,-0.05903634763537443,0.043863510556959806,0.011477438276880074,-0.09430899628900921,0.0998237952102042,-0.006878216594661375,0.28791505555363517,-0.11578219832275241,-0.07391595652270393,0.2702493053757202,0.1211225227865596,0.0338926001043671,-0.006781525779141947,-0.1380518653808139,-0.04166218069902714,0.028099593961293023
systems analysis,0.7650511436754077,0.08083828462952175,0.07199436164198417,-0.029260597191712933,0.4048767381789745,0.05303317024190246,0.14074256057754841,0.003934393503754895,-0.01709226505389297,-0.03238622476408089,-0.07814553677872833,0.016980821812852955,-0.05675984261724028,-0.050494944601721076,-0.005807408409250403,0.04717052861608883,-0.11374536470942649,-0.14264403206120488,-0.10617474557492008,0.1797129014758479,0.18541134997399986,0.013132081134401513,0.09140405567941615,-0.020939563531640688,0.10827094511994158
systems evaluation,-0.0696669875645104,0.11703354734034052,0.09103471812329396,0.03249751592808589,0.479370862350976,0.05594297526924383,0.10581330610068444,-0.011101400917990997,-0.07909164873529241,-0.02329743086383506,-0.011052236660748753,0.006244722026340086,0.043430672346504204,-0.12750100603327102,0.049462534177415245,-0.008404497994819262,-0.06831023110051326,-0.11677325223605492,-0.11834856540165778,0.18175969624128374,0.15788191915898658,0.06402279131553111,0.10558112562028268,-0.050195908855569196,0.06372194615615052
technology design,2.755381812290262,-0.038084962475498425,0.22614071368525412,-0.1723278169101102,0.3682997713739374,0.06582382171474332,0.1857176800484672,-0.14671633715389845,-0.1439799069264909,-0.1331014365160061,-0.09214026916725197,-0.0636357117034558,-0.1103256682597314,0.12468296767417092,-0.13372880461137152,0.22271579467602737,-0.018762015820488608,-0.2828072559866232,-0.10645107818780607,-0.09269305520897131,0.11394208371614052,0.016752966694360417,-0.10521769454004738,0.07700207225263388,0.12312714956613711
telecommunications,2.0633508711520645,-0.08061165398106807,0.12499102517153406,-0.11535951073794103,-0.014359737338788169,-0.04818567746329584,-0.03759366219769597,-0.015920817310776186,-0.05379721204030695,-0.03961972892425718,-0.23726848560401148,-0.03355862569948255,-0.024480284618556156,0.42721917746434557,-0.25899053244624426,0.005065072891996916,0.1844174880515469,-0.01846776438588507,-0.16331070681074017,0.19600237256013017,0.04633899583626954,-0.2144786661626428,0.2502916121604849,0.08227214254999016,0.04552475335580541
telephone,2.0315138432470428,-0.04588312928578394,-0.2444805708224583,-0.10106103728919995,-0.013261607105989212,0.03242325513389391,0.07037436540791599,-0.02249221918843127,0.1434973502388754,-0.16651978087276975,0.17508698867091532,0.2844508843321279,0.14618019172701285,0.5033795263698938,0.26944067154197393,0.3315840300650044,-0.15087202999389498,-0.38511165499901806,-0.12478041780894866,0.06501336790076792,0.19602726848166296,-0.3096461253669237,-0.041163724906924895,0.05732793807709803,-0.01847231135137408
therapy and counseling,-7.4265913015429925,-0.46610993252859284,-0.07251790485572343,0.26403615109677614,0.3280067123534386,-0.190693339923044,0.47076848252229275,0.08437492923508713,0.19161058164429523,0.040894476549671335,0.4237544866865017,-0.14056181879962393,0.795116818545763,0.3130760162984496,0.2590385021397919,-0.148433140456051,0.9850598884113996,-0.09887102152640821,0.39756994679318525,-0.2557967475279839,0.21660018765242897,0.0744470964619021,-0.2230140578407574,-0.409997613545818,-0.3917500275757174
time pressure,2.6453369756418987,0.011180800487479913,-0.12387030019642885,-0.16130600217233043,-0.11823800702140065,-0.038809419376627116,0.02261518323765408,-0.00715626329425902,0.09012770004856697,-0.07107894195257208,0.04648841063354143,0.11776146455624109,-0.03157363458943824,0.2047597344571052,-0.18380857566480252,-0.05025635456901692,0.2624468785064035,0.31440838596567333,-0.19167311305240775,-0.07070929037346813,0.021042703468481153,-0.1341723104334632,0.11899154009516315,0.011241887661834015,0.28748576888183713
time sharing,0.5135077098821479,-0.06779874764302947,-0.0011294101972727025,0.03449469870532152,0.09178275601406193,-0.04261138738371175,0.34355254737675694,-0.07775505114881022,0.040384163647552006,-0.07255518379248893,0.10068676847688647,0.029376448260904374,0.11499734364457086,0.09915684494404105,0.010798000729844428,0.06247154143175579,0.10152859395124911,-0.16854257247917115,-0.024891423897206888,-0.018093576381154997,-0.1347261237735644,0.043454099401648835,-0.055110051514394034,0.009885820231806095,0.23997401612169295
transportation,1.9837630910882391,0.11035180329454546,-0.02011257851285006,-0.3227898666514493,0.041558855958784356,0.11768994676706673,0.13078067889428535,-0.16262372256160387,0.2989179049749591,-0.010854681408802205,-0.1112193637668988,0.11790176427256421,0.04129614854138429,-0.40355888914384797,0.09198796728216538,-0.1427229683968421,-0.16313797395492843,-0.22453139008283085,-0.03529777663552512,0.44991041114603064,-0.09324705616971772,-0.013123420848418565,0.24723289559740483,0.06763734260308268,0.08117789343692074
troubleshooting,5.670074944112553,-0.05936532579661278,-0.06166417550575316,-0.1151838799427882,0.46480637268154323,-0.058427141147878725,0.34761973614025043,-0.5444148969963093,-0.17944925424511898,-0.2803412246309048,-0.37314878305192556,-0.16544521223631908,-0.27025643606114935,0.2962575215324676,-0.05318670991970441,0.09893938911126066,0.045441984014672594,-0.4423679211057325,-0.20028182797488453,0.023693770431872353,-0.013225897532534052,0.1307492114824373,-0.03642160901583487,0.2186355774103433,0.3053153263837566
trunk strength,2.1632131936249412,-0.17090101561351667,-0.09613805271871786,-0.050421635895175954,-0.14882015492567097,-0.0997641582916062,0.301071853851872,-0.23920802521911036,0.3195375709632774,-0.09670824352319388,-0.009319192987711906,-0.21215398071059138,0.09642949353099387,0.0749117010741585,0.08654921174855605,-0.04852377765136253,-0.08332958100545793,-0.09728203976847395,0.1426614483822575,0.09992479228659572,-0.057274803109681374,0.14815768213412625,-0.07304034728795604,0.05761038808130121,0.06698233448808157
very hot or cold temperatures,3.3279780104869214,-0.13328669323460113,-0.05218909768575634,-0.37572787580581385,-0.017873392726640482,0.013679192244254047,0.4987658380909724,-0.08942470412533621,0.26761681195200676,0.1481694867881692,-0.2918036185731033,0.23505900919179584,-0.28106508434574196,-0.306040692881979,0.16207942316230017,-0.027329882744048316,-0.39813385671612517,-0.45886427873543195,-0.0017393939503108427,0.4248800220947663,-0.18199655977367224,0.09023232309133793,0.23819515541167782,0.13406266675694614,0.1416072857171527
visual color discrimination,2.704748350916841,-0.17205271343959294,0.005760446837035471,0.04360270267326776,0.057707217697881986,-0.05531949838654124,0.6762438432426625,-0.2183279955880976,-0.08239718476907852,-0.1512370490412739,-0.05889465723871028,-0.08356439477687495,-0.09885800678488096,0.4074556954224401,-0.13727807276289467,0.09544466227840696,-0.0332373960356766,-0.19874290297193914,-0.12534048797532063,-0.01588095691045616,-0.08020709847054197,0.0205230503498238,-0.12535720623157073,0.07856000294718438,0.3508084938352528
visualization,1.9302683670298393,-0.21786119020343053,0.28193808216003075,-0.03238091115679456,0.13307102570843735,0.14948254639283737,0.678739111141122,-0.20380760150012664,-0.06180269303042837,-0.1209582760259863,0.003368824737591024,-0.18497442709908998,0.027729905316422335,0.1632547374259357,-0.21390855736979916,0.1334483234679827,0.028456585030467604,-0.18572452323769623,-0.12256453773768179,-0.0018889291160982952,0.05470408729895118,-0.0849826995314419,-0.06979163507909343,0.09187531596849023,0.19168118258236214
"wear common protective or safety equipment such as safety shoes, glasses, gloves, hearing protection, hard hats, or life jackets",3.3673016475821966,-0.1276537139040947,-0.442210956986376,-0.19778537017723014,0.628729648928972,-0.08605877156101377,1.1123092035936077,-0.634222590346496,0.2129634493806257,-0.5186202346827572,-0.29383692332886346,-0.28358153815290954,-0.1783701008353546,0.5829775894280348,0.35794849104914234,0.09525303605288224,-0.15736162174879426,-0.6118367870121577,-0.082517759072388,0.20618311900309214,-0.15507832523774145,0.3302072729516541,-0.5188993337907098,0.4286668714545684,0.22930977339429195
"wear specialized protective or safety equipment such as breathing apparatus, safety harness, full protection suits, or radiation protection",0.6993122657486136,-0.035233228474986264,-0.19125903853276358,-0.11742710699572931,0.22663762776982527,-0.09000799837848342,0.624497239377169,-0.25751868412380435,0.19797578593459209,-0.14759722550648402,-0.126987001915414,-0.09066717399053148,-0.2275223809339132,0.21772607492022267,0.12193621146209851,-0.04991332370541965,0.030035983825676862,0.037886209962163894,-0.13989306683782718,0.053996007026744106,0.005397031554449969,0.09047648499097241,-0.1906600104109222,0.17746670264788852,0.15919362499689912
work with work group or team,2.522249504666111,-0.03540936254670354,-0.026336550874759966,-0.19549704033802334,0.1269319337212657,0.04849451684098234,0.11719176881397933,-0.08381615851469777,-0.1308242235999016,-0.21375602073509323,0.1912431925514591,-0.13735123276754485,0.17129708735755386,0.2822563594130624,-0.14756967298588342,0.044100801087774914,0.08918922981617664,0.04879671401223711,-0.19846182737864593,0.24073654936935254,0.0279195155796456,-0.0022297288300723275,0.03611001294365143,0.08644877806199007,0.16064725334551513
wrist-finger speed,3.255071495426342,-0.04355495257634061,-0.13001848314635667,0.015122804477935747,-0.03592434283072165,0.00020719077656547458,0.2784746960668258,-0.28667274947421734,0.08613251348324935,-0.1514772943816811,-0.06079750751517801,-0.15617696652287077,-0.018069277872146378,0.15927893712480626,-0.24955148271715905,0.13708724279438284,0.003042065038728871,-0.006624825033288036,-0.06070603436764358,0.1104975023287306,-0.07434145091604316,0.07751337148257435,-0.12125354877383109,0.054590660621902536,0.066117817654318
writing,-0.11617610237739306,0.032909810908571493,-0.00024006160280420907,0.13617689656069148,0.09008957461255829,-0.05290586493487762,-0.03162916452464734,0.7390553421779771,0.08854788114698815,0.06910568235177758,-0.07420443100046756,0.013487164257034213,0.003375644446697395,-0.07832630794677473,0.0383398373116043,-0.015014604769213617,0.006599924657573648,0.043613530654578715,-0.011740597539235694,-0.05101851652249799,0.0336945518204405,-0.005789008846742364,0.059134377844177195,-0.013055941657383241,-0.025478206405039748
written comprehension,1.5501797021589345,0.01483414064642883,-0.01512648511903128,0.0698252631223496,0.06994177756426107,0.004662125182958846,0.0011168722522913316,0.42480019042099276,-0.01826824622556422,0.04046939229797976,-0.06690134638740156,0.06782793378255332,-0.0448388936346565,0.00977258243041653,0.045552580770197186,0.019924851757441908,-0.011868050834395905,0.03783382095376417,-0.02804814912247091,-0.0495448780396445,0.010818396921181833,-0.0049295517336447395,0.010772616579652311,-0.016617237944726027,0.09142951546627687
